iter	MultiClass
495	0.1105585539
496	0.1105136184
497	0.1104641886
498	0.1104454155
499	0.1104204793
500	0.1104016582
501	0.1103760718
502	0.1103328016
503	0.1103145075
504	0.1102870341
505	0.1102477483
506	0.1102138988
507	0.110190843
508	0.1101625702
509	0.1101249967
510	0.1100862992
511	0.1100239999
512	0.1100121526
513	0.1099952767
514	0.1099532962
515	0.1099023503
516	0.1098482283
517	0.1098115086
518	0.1097660292
519	0.1096996394
520	0.1096794747
521	0.1096199038
522	0.1095918813
523	0.1095393273
524	0.1095095806
525	0.1094513247
526	0.1094430249
527	0.1094107593
528	0.1093692104
529	0.109315221
530	0.109294686
531	0.1092417805
532	0.1092295652
533	0.1092152894
534	0.1092022967
535	0.1091670112
536	0.1091385622
537	0.1091137874
538	0.1090611119
539	0.1090098183
540	0.1089722539
541	0.1089307113
542	0.108901671
543	0.1088565369
544	0.1088218877
545	0.1087972288
546	0.1087460493
547	0.1086928895
548	0.1086661216
549	0.1086397326
550	0.108591517
551	0.1085504023
552	0.1085363456
553	0.1085162788
554	0.108468789
555	0.10840369
556	0.1083767246
557	0.1083665386
558	0.1083258581
559	0.1083099677
560	0.1082977245
561	0.1082644778
562	0.1082492972
563	0.1082171858
564	0.1081824297
565	0.1081293122
566	0.1080713337
567	0.1080298354
568	0.1079831382
569	0.1079448247
570	0.1079115774
571	0.1078829329
572	0.1078593196
573	0.1078237883
574	0.1078007122
575	0.1077722457
576	0.107757613
577	0.1077292905
578	0.1076621758
579	0.1076486205
580	0.1076138657
581	0.1075721725
582	0.1075565437
583	0.1075290119
584	0.1075019061
585	0.1074603125
586	0.1074002761
587	0.1073456943
588	0.1073130578
589	0.107253644
590	0.1072389264
591	0.1072008471
592	0.1071824228
593	0.1071508552
594	0.1071145019
595	0.1070857133
596	0.1070493339
597	0.1070333744
598	0.1070073338
599	0.1069591333
600	0.1069216792
601	0.1068829631
602	0.1068741442
603	0.1068203003
604	0.1068011268
605	0.106774018
606	0.1067415093
607	0.1067237034
608	0.1067097856
609	0.1066886817
610	0.106659029
611	0.1066339521
612	0.1066076614
613	0.1065581351
614	0.1065386032
615	0.1064764097
616	0.1064585092
617	0.1064417393
618	0.1063950967
619	0.1063740811
620	0.1063295427
621	0.1063177848
622	0.1062936908
623	0.1062507668
624	0.1062230062
625	0.1061848622
626	0.1061646073
627	0.1061470685
628	0.106129327
629	0.1061124355
630	0.1060883251
631	0.1060820557
632	0.1060643525
633	0.1060127051
634	0.1059987682
635	0.1059565275
636	0.1059296394
637	0.1059177676
638	0.1058823533
639	0.1058643961
640	0.1058481526
641	0.1058168145
642	0.1057941322
643	0.1057724769
644	0.1057525005
645	0.1057319311
646	0.1057241003
647	0.1056952254
648	0.1056859404
649	0.1056734913
650	0.1056518288
651	0.1056241696
652	0.1055864219
653	0.105557241
654	0.105545291
655	0.1055364184
656	0.1055172119
657	0.1055048796
658	0.1054864613
659	0.1054635672
660	0.1054129498
661	0.1053747486
662	0.1053435642
663	0.1053251848
664	0.1053157285
665	0.105296077
666	0.1052595818
667	0.1052438617
668	0.1052329938
669	0.1051708092
670	0.105156523
671	0.1051329902
672	0.1051020807
673	0.1050598
674	0.1050243153
675	0.1050039354
676	0.1049530653
677	0.1049390786
678	0.1049096428
679	0.1048941674
680	0.1048741276
681	0.1048472062
682	0.1048331466
683	0.1048084649
684	0.1047725491
685	0.1047439882
686	0.1047012
687	0.104688411
688	0.1046614134
689	0.1046370866
690	0.104601083
691	0.1045935145
692	0.1045755288
693	0.1045450891
694	0.1045385438
695	0.1044917898
696	0.1044712005
697	0.1044443408
698	0.1044302483
699	0.1044183249
700	0.1044060896
701	0.1043961227
702	0.1043855978
703	0.1043612859
704	0.1043454172
705	0.104315549
706	0.1042857756
707	0.1042531318
708	0.1042154889
709	0.1041765612
710	0.1041559407
711	0.1041346484
712	0.1041160869
713	0.1041076737
714	0.1040772434
715	0.1040628787
716	0.1040315835
717	0.1040145803
718	0.1039757866
719	0.1039614805
720	0.1039387449
721	0.1039243067
722	0.1039177282
723	0.1038873575
724	0.1038602583
725	0.1038520017
726	0.1038361796
727	0.1038114117
728	0.1037775091
729	0.1037582582
730	0.103743349
731	0.1037320941
732	0.1037156115
733	0.103665026
734	0.1036545832
735	0.1036147851
736	0.1035915832
737	0.1035594044
738	0.103523486
739	0.1035144796
740	0.1034898231
741	0.1034689425
742	0.1034551401
743	0.1034438977
744	0.1034038016
745	0.1033859778
746	0.103371156
747	0.1033357748
748	0.1033055671
749	0.1032832408
750	0.1032628362
751	0.1032385435
752	0.1032242425
753	0.1032109196
754	0.1031925385
755	0.1031626372
756	0.1031326169
757	0.1031044645
758	0.1030795822
759	0.1030606703
760	0.1030272208
761	0.1030014265
762	0.1029891846
763	0.1029744
764	0.1029573938
765	0.1029416167
766	0.1029264367
767	0.1029134202
768	0.102901342
769	0.1028735902
770	0.1028554626
771	0.1028355131
772	0.1028168306
773	0.1028068369
774	0.1027821516
775	0.1027728189
776	0.1027577855
777	0.1027322806
778	0.1026977098
779	0.1026628935
780	0.1026527057
781	0.1026432249
782	0.102606499
783	0.1025894417
784	0.1025808707
785	0.1025667883
786	0.1025389482
787	0.1025339746
788	0.1024931684
789	0.1024647097
790	0.1024338753
791	0.1024235849
792	0.102415049
793	0.1023832404
794	0.1023588647
795	0.102348946
796	0.1023225647
797	0.1022859742
798	0.1022797997
799	0.1022588567
800	0.1022351955
801	0.1022260773
802	0.1021966583
803	0.1021883521
804	0.102167378
805	0.1021626621
806	0.1021471499
807	0.1021395724
808	0.1021316386
809	0.1021287851
810	0.1020936611
811	0.1020583506
812	0.1020398234
813	0.1020221645
814	0.1019933678
815	0.1019792324
816	0.1019541292
817	0.1019187023
818	0.1018945658
819	0.1018697292
820	0.1018634391
821	0.101815671
822	0.1018097514
823	0.1017997164
824	0.1017918729
825	0.101770557
826	0.1017611
827	0.1017521506
828	0.1017415541
829	0.1017242785
830	0.1017162443
831	0.1016889354
832	0.1016689656
833	0.1016637247
834	0.1016306882
835	0.1016189501
836	0.1015980063
837	0.1015764369
838	0.1015588854
839	0.1015409939
840	0.1015350443
841	0.1015111578
842	0.1015066969
843	0.1014974581
844	0.1014870711
845	0.1014802792
846	0.1014627035
847	0.1014398407
848	0.1013984896
849	0.1013811615
850	0.1013719959
851	0.1013544861
852	0.1013430484
853	0.1013262162
854	0.1012898028
855	0.1012751854
856	0.1012634569
857	0.101254484
858	0.101237072
859	0.1012123574
860	0.1011988257
861	0.1011732388
862	0.1011541803
863	0.1011126621
864	0.1010987818
865	0.1010875168
866	0.1010734514
867	0.101061777
868	0.101054598
869	0.1010481764
870	0.1010328728
871	0.1010085673
872	0.1009909107
873	0.1009603435
874	0.1009502696
875	0.1009396845
876	0.1009091085
877	0.1008852909
878	0.1008688382
879	0.1008618289
880	0.1008436544
881	0.1008326853
882	0.10080768
883	0.1007891472
884	0.1007820533
885	0.1007645414
886	0.1007491726
887	0.1007395535
888	0.1007118487
889	0.1006832985
890	0.1006642124
891	0.1006541993
892	0.1006230311
893	0.1005996597
894	0.1005928666
895	0.1005731589
896	0.1005408749
897	0.100527659
898	0.100518185
899	0.1005121994
900	0.1004876099
901	0.1004832615
902	0.1004800285
903	0.1004644072
904	0.1004508383
905	0.1004283891
906	0.1004222792
907	0.1004007359
908	0.1003854455
909	0.1003702071
910	0.1003303504
911	0.100327014
912	0.1003072798
913	0.1002779438
914	0.1002541782
915	0.1002431175
916	0.1002395554
917	0.1002294024
918	0.1002025007
919	0.1001893881
920	0.1001693353
921	0.1001390898
922	0.1001256537
923	0.1001199346
924	0.100115019
925	0.1001088004
926	0.1001028003
927	0.1000857741
928	0.1000654572
929	0.1000462106
930	0.1000410734
931	0.09999746826
932	0.09999179859
933	0.09998395126
934	0.09997079649
935	0.09995855798
936	0.09993957022
937	0.09990944278
938	0.09988133613
939	0.09987416808
940	0.09985299147
941	0.09981371854
942	0.09980515322
943	0.09979266309
944	0.099786354
945	0.09974630526
946	0.09971598621
947	0.09970857185
948	0.09967872196
949	0.09966368602
950	0.09965368042
951	0.09964180978
952	0.09963703164
953	0.09962483204
954	0.09960596915
955	0.0995991415
956	0.09958676579
957	0.09957278305
958	0.09956563667
959	0.09955290106
960	0.09953287696
961	0.09950797339
962	0.09948879462
963	0.0994585842
964	0.09942299452
965	0.09940941865
966	0.09940236137
967	0.09937400665
968	0.09936393455
969	0.09934350673
970	0.09930922571
971	0.09930258796
972	0.0992909888
973	0.09927491667
974	0.09925768991
975	0.09924317158
976	0.09922201988
977	0.0992110136
978	0.09917429309
979	0.09915735107
980	0.09913878902
981	0.09911686367
982	0.09909604178
983	0.09907242215
984	0.09906271446
985	0.09904804431
986	0.09903123672
987	0.09902053303
988	0.09901302996
989	0.09899334299
990	0.09897982593
991	0.09894162471
992	0.09892222966
993	0.09889094588
994	0.09887435251
995	0.09886834286
996	0.0988454843
997	0.09882663637
998	0.09880696056
999	0.0987887615
